Busstop_code,Name,Name_KANA,Platform_code,Platform_info,UID,ward,longitude,latitude
71085,安田通,ヤスダドオリ,701,,71085701,昭和区,136.941236361,35.1566121675
71145,矢場町,ヤバチョウ,1E1,6番,711451E1,中区,136.908559521,35.1634082989
71145,矢場町,ヤバチョウ,1W1,7番,711451W1,中区,136.905993683,35.1604614194
71145,矢場町,ヤバチョウ,301,1番,71145301,中区,136.90742593,35.1626121744
71145,矢場町,ヤバチョウ,5E1,4番,711455E1,中区,136.909623105,35.1631015542
71145,矢場町,ヤバチョウ,5W1,5番,711455W1,中区,136.906523272,35.1613909479
71145,矢場町,ヤバチョウ,701,3番,71145701,中区,136.909198706,35.1616178823
71145,矢場町,ヤバチョウ,702,2番,71145702,中区,136.905759513,35.1619413376
71185,山手通一丁目,ヤマテドオリイッチョウメ,101,,71185101,昭和区,136.965685341,35.1502548467
71185,山手通一丁目,ヤマテドオリイッチョウメ,501,,71185501,昭和区,136.965922939,35.1503169433
71187,山手通二丁目,ヤマテドオリニチョウメ,101,,71187101,昭和区,136.964732018,35.1470955804
71187,山手通二丁目,ヤマテドオリニチョウメ,501,,71187501,昭和区,136.965059911,35.1474185366
71190,山手通四丁目,ヤマテドオリヨンチョウメ,101,,71190101,昭和区,136.965843341,35.1421310711
71190,山手通四丁目,ヤマテドオリヨンチョウメ,501,,71190501,昭和区,136.96602372,35.1421875489
71195,山手通五丁目,ヤマテドオリゴチョウメ,101,,71195101,昭和区,136.967087111,35.1390560216
71195,山手通五丁目,ヤマテドオリゴチョウメ,501,,71195501,昭和区,136.967246703,35.1388893233
71200,山中,ヤマナカ,101,,71200101,昭和区,136.95099084,35.1487858247
71200,山中,ヤマナカ,501,,71200501,昭和区,136.951566173,35.1477407894
71215,山花町,ヤマハナチョウ,101,,71215101,昭和区,136.952986227,35.152597077
71215,山花町,ヤマハナチョウ,501,,71215501,昭和区,136.953418063,35.1526688988
81000,楽園町,ラクエンチョウ,301,,81000301,昭和区,136.960211419,35.1519968652
81000,楽園町,ラクエンチョウ,701,,81000701,昭和区,136.959577944,35.1518232972
91015,若宮,ワカミヤ,302,,91015302,中区,136.90289249,35.162762139
91015,若宮,ワカミヤ,701,,91015701,中区,136.90288042,35.1619891882
