time,latitude,longitude,depth,mag
2016-04-14T12:17:05.410Z,"-14.498","166.4805",10,6
2016-04-14T12:10:05.220Z,"36.1846","-96.8126","4.78","2.7"
2016-04-14T11:58:19.330Z,"35.5986","139.6371","46.69","4.6"
2016-04-14T11:03:51.000Z,"18.9281","-67.263",44,"2.9"
2016-04-14T09:38:44.430Z,"-33.8559","-70.3946","109.33","5.1"
2016-04-14T08:01:17.500Z,"18.148","-64.91",60,"2.7"
2016-04-14T07:35:04.770Z,"-31.2444","-69.039","120.84","4.7"
2016-04-14T07:31:24.200Z,"18.0902","-64.9915",7,"2.5"
2016-04-14T06:50:48.207Z,"39.597","-115.7975","2.3","2.9"
2016-04-14T06:19:42.700Z,"18.1019","-64.9773",5,"2.5"
2016-04-14T06:14:28.000Z,"18.1175","-64.9458",13,"3.6"
2016-04-14T05:41:53.870Z,"23.8202","94.1825","67.65","4.6"
2016-04-14T05:27:13.200Z,"18.0965","-64.98",7,"2.5"
2016-04-14T05:14:24.800Z,"18.0953","-64.9925",7,"2.7"
2016-04-14T05:04:15.000Z,"18.1116","-64.9499",14,"2.7"
2016-04-14T03:24:10.000Z,"56.4224","-151.6185","15.3","3.7"
2016-04-14T03:23:43.000Z,"53.5744","-164.7171","41.8",3
2016-04-14T03:06:09.160Z,"53.7794","160.7735","31.85","5.7"
2016-04-14T02:27:25.000Z,"51.4714","-174.3334","0.8","2.9"
2016-04-14T02:17:06.000Z,"51.3294","-174.0476","25.7",3
2016-04-14T01:37:25.200Z,"51.5381","-174.056","29.7","5.2"
