"name","region","type","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
"China","East Asia & Pacific","income","985.89","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","863.05","859.02","855.01","851.02","847.04","843.09","839.15","835.23","831.33","827.45","823.59","819.74","815.92","812.11","808.32","804.54","800.78","797.05","793.32","789.62","785.93","782.26","778.61","774.98","771.36","767.76","764.17","760.6","757.05","753.52","750","675.4","608.22","547.72","493.24","444.18","400","420.8","442.67","465.69","489.9","515.37","542.16","570.35","600","626.77","654.74","683.95","714.47","746.35","779.65","780.42","781.18","781.94","782.71","783.47","784.24","785.01","785.78","786.55","787.32","788.09","788.86","789.63","790.4","791.18","791.95","792.73","793.5","794.28","795.06","795.78","796.5","797.22","797.94","798.66","799.38","800.11","800.83","801.56","802.28","803.06","803.84","804.62","805.4","806.18","806.96","807.74","808.53","809.31","810.09","810.88","811.66","812.45","823.4","834.5","845.75","857.15","868.7","880.41","892.28","904.31","916.5","928.85","941.37","954.06","966.92","979.96","993.16","1006.55","1015.72","1018.48","1043.08","1035.38","940.18","1010.72","1068.93","1037.42","1006.21","930.68","860.82","796.21","736.44","681.16","630.03","582.74","539","498.54","461.12","426.5","394.49","432.35","473.38","486.2","490.39","507.64","542.5","560","607.89","604.38","583.02","486.83","484.67","519.76","567.77","617.76","657.14","622.45","594.27","627.78","685.35","699.98","702.94","738.22","735.36","767.09","750.79","786.85","861.1","915.22","934.27","977.54","1044.34","1107.46","1229.08","1337.64","1406.19","1529.5","1611.38","1615.03","1647.38","1732.13","1877.41","2035.59","2214.2","2521.34","2546.44","2653.3","2635.55","2784.39","3012.12","3309.8","3695.65","4228.98","4551.13","4909.2","5450.12","6127.78","6679.2","7226.07"
"Indonesia","East Asia & Pacific","lifeExpectancy","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","30","-","-","-","-","32.5","-","-","-","-","35","-","-","-","-","27.5","-","-","-","-","27.5","-","-","36.5","36.74","37.23","37.72","38.2","38.68","39.16","39.64","40.13","40.63","41.15","41.69","42.27","42.88","43.53","44.2","44.89","45.58","46.26","46.93","47.59","48.25","48.91","49.58","50.27","50.96","51.65","52.35","53.04","53.73","54.44","55.16","55.92","56.7","57.49","58.29","59.05","59.76","60.42","61.01","61.56","62.09","62.63","63.19","63.79","64.42","65.06","65.69","66.3","66.87","67.41","67.91","68.39","68.84","69.28","69.7","70.1","70.47","70.83","71.17"
"Indonesia","East Asia & Pacific","population","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","17927000","18075923","18226083","18377490","18530155","18684088","18839300","18995801","19153603","19312715","19473149","19634916","19798026","19962492","20128324","20295533","20464132","20634131","20805542","20978378","21152649","21328367","21505546","21684196","21864330","22045961","22229101","22413762","22599957","22787699","22977000","23242887","23511851","23783928","24059152","24337562","24619194","24904084","25192271","25483793","25778689","26076997","26378757","26684009","26992793","27305150","27621122","27940751","28264078","28591147","28922000","29463000","30060000","30555000","30962000","31197000","31394000","31740000","32035000","32293000","32876000","33213000","33394000","33816000","34162000","34790000","35402000","35898000","36345000","36662000","37579000","37792000","38288000","38263000","38782000","39476000","39936000","40620000","41316000","42025000","42746000","43275000","43810000","44352000","44901000","45457000","45993000","46535000","47085000","47642000","48206000","48778000","49358000","49934000","50517000","51108000","51705000","52083000","52334000","53027000","53723000","54367000","55020000","55683000","56354000","57036000","57727000","58429000","59140000","59863000","60596000","61496000","62400000","63314000","64246000","65192000","66154000","67136000","68131000","69145000","70175000","71316000","72475000","73314000","73565000","73332000","74132000","75146000","76289000","77654000","79043000","80525000","82052000","83611000","85196000","86807000","88456000","90124000","91821000","93565000","95254000","97085000","99028000","101009000","103031000","105093000","107197000","109343000","111532000","113765000","116044000","118368000","121282000","124271000","127201000","130297000","133297000","136725000","140062000","143485000","146995000","150134000","153343000","156623000","159975000","163403000","166312000","169276000","172294000","175369000","178500000","181628000","184816000","188066000","191378000","194755000","197003000","199278000","201580000","203909000","206265000","208648000","211060000","214497000","215967000","218465000","220991000","223547000","226134000","-"
"Indonesia","East Asia & Pacific","income","514.12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","518.73","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","539.86","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","554.8","547.26","540.26","545.43","552.01","556.52","567.79","568.92","556.43","562.78","561.02","589.05","567.29","554.72","594.98","594.45","584.96","585.6","580.55","574.95","554.2","563.86","580.08","591.63","593.51","588.5","586.03","586.17","581.95","604.2","615.87","600.79","583.07","608.33","609.52","610.21","619.6","627.93","621.19","643.39","673.94","697.39","700.78","723.93","715.9","717.23","715.29","709.19","722.53","779.14","748.45","741.55","752.97","758.93","788.01","793.81","829.87","870.85","891.62","903.85","904.26","823.28","808.18","801.5","804.93","830.79","881.13","936.18","949.68","949.53","1017.53","1013.45","743.61","659.2","525.24","462.55","477.15","526.99","611.54","666.09","704.35","744.28","749.68","770.93","807.6","823.68","804.83","858.9","792.47","816.55","834.99","859.77","849.29","798.21","809.58","802.64","794.06","762.43","827.29","911.09","986.73","1023.36","1111.11","1244.57","1262.42","1229.41","1314.63","1382.7","1418.14","1455.9","1549.1","1608.11","1516.87","1533.45","1609.27","1619.87","1690.43","1748.36","1821.98","1955.78","2097.7","2176.65","2383.14","2519.34","2674.28","2851.72","3026.82","3119.34","2656.41","2627.02","2714.94","2787.53","2873.91","2984.31","3095.79","3234","3367.56","3535.28","3699.54","3818.08"
"Japan","East Asia & Pacific","lifeExpectancy","36.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","36.43","-","-","-","-","36.59","-","-","-","-","36.8","-","-","-","-","37.04","-","-","-","-","37.33","-","-","-","-","37.68","-","-","-","-","38.1","-","-","-","-","38.6","-","-","-","-","39.22","-","-","-","-","39.97","-","-","-","-","40.9","-","-","-","-","42.04","-","42.62","-","-","-","-","45.66","-","-","-","-","-","-","-","48.24","-","49","-","-","49","-","48.5","46","40","30.54","46.5","51.75","56.89","57.76","59.3","60.99","63.03","63.37","64.61","65.77","65.63","65.5","67.12","67.51","67.8","68.45","68.73","69.81","70.28","70.33","71.14","71.43","71.75","71.98","72.07","72.89","73.42","73.48","73.91","74.41","74.81","75.38","75.7","76.21","76.19","76.6","77.11","77.14","77.54","77.84","78.26","78.67","78.58","79.01","79.04","79.31","79.36","79.5","79.91","79.76","80.46","80.69","80.77","80.75","81.35","81.7","82","82.07","82.36","82.27","82.68","82.87","82.81","82.98"
"Japan","East Asia & Pacific","population","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","31000000","31032824","31065683","31098577","31131506","31164470","31197468","31230502","31263570","31296674","31329812","31362986","31396194","31429438","31462717","31496031","31529381","31562766","31596186","31629642","31663133","31696659","31730221","31763819","31797452","31831121","31864825","31898565","31932341","31966153","32000000","32117649","32235730","32354246","32473197","32592585","32712413","32832681","32953391","33074545","33196144","33318191","33440686","33563632","33687029","33810880","33935187","34059950","34185173","34310855","34437000","34648000","34859000","35070000","35235000","35436000","35713000","36018000","36315000","36557000","36807000","37112000","37414000","37766000","38138000","38427000","38622000","38866000","39251000","39688000","40077000","40380000","40684000","41001000","41350000","41775000","42196000","42643000","43145000","43626000","44103000","44662000","45255000","45841000","46378000","46829000","47227000","47691000","48260000","48869000","49518000","50215000","50941000","51672000","52396000","53124000","53815000","54437000","54886000","55253000","55818000","56490000","57209000","57937000","58686000","59522000","60490000","61430000","62361000","63244000","64203000","65205000","66189000","67182000","68090000","69238000","70171000","71278000","71879000","72364000","72967000","74005000","75029000","76005000","77178000","76224000","77199000","78119000","80155000","81971000","83805000","85163848","86459025","87655163","88753892","89815060","90766211","91563009","92388772","93296566","94091638","94943293","95831757","96811940","97826267","98882534","99790308","100825279","101960672","103171831","104344973","105696786","107188273","108706797","110162302","111573116","112774841","113872473","114912911","115890431","116807309","117648092","118454974","119269949","120034697","120754335","121491913","122091325","122613000","123107500","123537399","123946268","124329269","124668019","125014050","125341354","125645311","125956499","126246096","126494403","126699784","126891645","127065841","127214499","127333002","127417244","127463611","127467972","127425722","-"
"Japan","East Asia & Pacific","income","1055.06","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1083.6","1084.14","1084.69","1085.23","1085.77","1086.32","1086.86","1087.4","1087.95","1088.49","1089.04","1089.58","1090.13","1090.68","1091.22","1091.77","1092.32","1092.86","1093.41","1093.96","1094.51","1095.05","1095.6","1096.15","1096.7","1097.25","1097.8","1098.35","1098.9","1099.45","1100","1102.43","1104.86","1107.3","1109.74","1112.19","1114.64","1117.1","1119.56","1122.03","1124.51","1126.99","1129.47","1131.97","1134.46","1136.96","1139.47","1141.99","1144.51","1147.03","1149.56","1154.57","1158.58","1164.13","1169.9","1250.55","1209.18","1234.7","1218.67","1280.18","1320.54","1265.97","1286.22","1273.17","1268.45","1303.03","1385.7","1436","1355.03","1402.18","1518.44","1432.42","1513.78","1504.42","1666.92","1669.75","1559.25","1572.31","1845.55","1686.05","1736.39","1772.67","1655.54","1745.65","1735.69","1686.69","1887.88","1924.86","1911.45","1881.91","1882.95","1954.06","1991.34","1991.28","1901.22","2045.23","2326.89","2372.82","2373.05","2593.96","2402.74","2629.72","2584.64","2549.04","2582.09","2645.71","2621.63","2614.09","2780.19","2821.34","2572.21","2549.2","2716.38","2933.51","2894.67","2919.61","3090.28","3187.62","3372.34","3877.35","3957.53","3955.34","3880.32","3885.01","3661.06","1853.44","1988.5","2121.68","2375.5","2478.13","2644.59","2926.69","3216.96","3406.85","3554.9","3814.97","4058.84","4317.69","4528.39","4893.31","5488.81","6094.42","6576.65","7061.48","7803.68","8170.01","8957.28","9847.79","10992","12218.48","13374.86","13824.24","14778.79","15742.88","15344.57","15618.93","16066.67","16610.38","17327.76","18123.89","18488.26","18938.11","19384.11","19698.72","20339.95","21109.16","21588.49","22375.94","23661.04","24704.53","25870.14","26648.77","26824.9","26818.24","27037.83","27509.08","28385.16","28816.58","27904.68","27809.6","28559.6","28569.05","28604.59","29073.61","29742.05","30290","30909.15","31636.71","31275.13","29680.68"
"Korea, Dem. Rep.","East Asia & Pacific","lifeExpectancy","26","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26","-","-","-","-","23.51","-","-","-","-","24.98","-","-","-","-","26.98","-","-","-","-","29.53","-","-","-","-","33.61","-","-","-","-","37.39","-","-","-","-","42.57","-","-","-","44.89","-","-","-","-","-","-","-","48.04","48.58","49.63","50.6","51.49","52.31","53.05","53.72","54.34","54.9","55.43","55.94","56.46","56.99","57.57","58.19","58.88","59.61","60.38","61.17","61.98","62.78","63.58","64.34","65.07","65.74","66.35","66.9","67.4","67.85","68.27","68.66","69.04","69.4","69.75","70.07","70.35","70.57","70.71","70.77","70.73","70.56","70.29","69.92","69.49","69.01","68.51","68.03","67.6","67.24","66.96","66.78","66.69","66.67","66.72","66.82","66.97","67.14","67.33","67.53"
"Korea, Dem. Rep.","East Asia & Pacific","population","4345000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4345000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4511000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4897000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9471140","9162410","8865488","8579873","8571805","8839427","9115740","9411381","9727435","10054154","10391909","10651332","10917494","11209506","11527887","11868751","12231860","12617009","13024159","13454771","13911902","14364579","14781241","15160867","15501464","15801308","16069433","16325320","16579905","16840290","17113626","17384008","17647518","17917990","18196000","18481420","18772457","19067554","19371141","19687910","20018546","20361086","20711375","21064115","21339904","21561856","21648743","21585105","21454900","21444989","21647682","21940326","22215365","22466481","22697553","22912177","23113019","23301725","23479089","-"
"Korea, Dem. Rep.","East Asia & Pacific","income","698","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","698","698","698","698","699","699","699","699","699","699","699","699","699","699","699","700","700","700","700","700","700","700","700","700","700","701","701","701","701","701","701","701","701","701","701","701","702","702","702","702","702","702","702","702","702","702","702","703","703","703","703","706","708","711","714","716","719","722","725","727","730","733","736","739","741","744","747","750","753","756","758","761","764","767","770","773","776","779","782","785","788","791","794","797","800","803","806","809","812","815","819","822","847","870","900","1042","1008","1104","1177","1240","1067","1137","1033","1093","1087","1074","1102","1136","1130","1058","990","983","973","1164","1149","1239","1340","1466","1529","1368","1531","1539","1517","1527","1448","674","682","719","773","830","870","727","777","1004","1059","1109","1097","1158","1193","1209","1200","1229","1234","1313","1396","1452","1597","1684","1866","2115","2262","2938","3002","3332","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3373","3061","3018","2300","2000","1809","1691","1693","1706","1690","1667","1647","1628","1612","1597","1572","1531","1582","1635"
"Philippines","East Asia & Pacific","lifeExpectancy","30.9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","30.9","12.7","30.9","-","-","-","-","-","-","-","-","-","-","-","-","-","30.9","25.6","30.9","-","-","-","-","-","-","-","-","-","-","30.9","-","-","-","-","-","-","-","40","-","-","42","41.9","42","41.9","40.5","41","-","-","-","46.36","46.71","47.41","48.12","48.84","49.58","50.32","51.07","51.81","52.54","53.23","53.87","54.45","54.95","55.38","55.74","56.06","56.35","56.64","56.93","57.24","57.58","57.94","58.31","58.69","59.08","59.49","59.9","60.31","60.72","61.13","61.54","61.95","62.36","62.77","63.19","63.62","64.06","64.51","64.96","65.43","65.88","66.34","66.78","67.2","67.61","68","68.39","68.77","69.14","69.49","69.84","70.17","70.48","70.78","71.07","71.34","71.6","71.85","72.1"
"Philippines","East Asia & Pacific","population","2176000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2176000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3612000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5063000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6476000","-","-","-","-","-","-","-","-","-","7324000","7465000","7609000","7755000","7904000","8056000","8211000","8369000","8530000","8694000","8861000","9032000","9206000","9384000","9565000","9749000","9937000","10128000","10323000","10522000","10725000","10932000","11143000","11358000","11577000","11800000","12026000","12305000","12543000","12890000","13194000","13507000","13829000","14158000","14497000","14843000","15199000","15563000","15934000","16275000","16585000","16902000","17169000","17552000","17887000","18228000","18775000","19338000","19918000","20516000","21131264","21775167","22438691","23122432","23827009","24553055","25301226","26072194","26866654","27685324","28528939","29410457","30325264","31273198","32254350","33267569","34304274","35356600","36424438","37506719","38603696","39718094","40850141","41998117","43162098","44336842","45574350","46850962","48171780","49537371","50940182","52195262","53456774","54697515","55963794","57288037","58648857","60017788","61384736","62814469","64318120","65788832","67185766","68610958","70111842","71717437","73386057","75012988","76576177","78133918","79739825","81369751","82995088","84619974","86241697","87857473","89468677","91077287","92681453","-"
"Philippines","East Asia & Pacific","income","626.97","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","626.97","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","669.73","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","722.13","862.59","728.86","760.94","775.46","801.87","831.78","831.4","938.44","979.62","978.25","1060.58","1021.54","939.39","1076.52","1231.94","1380.03","1301.39","1383.74","1326.03","1456.87","1341.59","1436.65","1420.6","1463.7","1466.19","1494","1516.23","1483.09","1460","1489.42","1468.54","1447.15","1317.45","1463.72","1532.46","1545.88","1619.02","1617.56","-","-","-","-","-","693.54","939.28","1065.52","1099.86","1148.81","1235.02","1272.88","1345.68","1404.09","1457.13","1513.28","1547.94","1554.15","1610.86","1584.52","1623.38","1649.55","1712.47","1717.62","1753.01","1775.28","1814.13","1848.05","1878.29","1893.6","1940.38","1989.37","2107.62","2123.74","2182.52","2310.26","2373.2","2427.5","2493.71","2549.91","2573.77","2603.27","2592.63","2348.4","2126.48","2148.12","2189.63","2285.43","2372","2386.91","2319.94","2279.32","2279.47","2328.83","2383.69","2464.68","2536.53","2469.84","2502.92","2598.89","2591.32","2650.92","2727.42","2847.41","2932","3027.82","3178.78","3236.92","3203.97"
"Taiwan","East Asia & Pacific","lifeExpectancy","28.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28.3","29.5","30.9","31.8","33.9","33.9","34","33.3","31.9","28.5","30","31.4","26.1","31.2","27.6","30","36.6","35.3","37.1","34.2","37","39.6","40.3","40.9","41.5","41.2","41.3","42","42.6","42.8","42","42.5","43.7","43.6","43.8","-","-","-","-","-","-","-","-","-","54.6","55.1","58.5","60.3","62","62.4","62.5","62.4","64.2","64.2","64.4","64.9","65.2","66","66.7","67.4","67.4","67.5","67.6","68.6","68.69","69.1","69.39","69.45","69.81","70.07","70.43","70.59","71.16","71.31","71.54","71.65","72.16","72.15","72.81","72.99","73.12","73.39","73.21","73.52","73.8","74.27","74.25","74.53","74.7","74.51","74.69","75.21","75.4","75.51","76.07","76.45","76.93","77.13","77.25","77.25","77.99","78.16","78.36","78.6"
"Taiwan","East Asia & Pacific","population","2000000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2000000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2200000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2345000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2500000","-","-","-","-","-","-","-","-","-","2864000","2903000","2942000","2982000","3022000","3085000","3140000","3172000","3200000","3232000","3275000","3334000","3402000","3469000","3528000","3562000","3583000","3621000","3658000","3692000","3736000","3797000","3870000","3940000","4009000","4095000","4195000","4289000","4388000","4493000","4614000","4742000","4867000","4995000","5128000","5255000","5384000","5530000","5678000","5821000","5987000","6163000","6339000","6507000","6520000","6533000","6546000","6346000","6697000","7280000","7981454","8251326","8550362","8849962","9159966","9485858","9825346","10164215","10500314","10852996","11209160","11563348","11918938","12276610","12631480","12977635","13321002","13648692","13962358","14282297","14598316","14918496","15226039","15525588","15824103","16122188","16450056","16785196","17111535","17450136","17848320","18177430","18501390","18803390","19083348","19337363","19555581","19757799","19976096","20207541","20278957","20492997","20686918","20883467","21087873","21282829","21448723","21628605","21823024","21993460","22151237","22303700","22454239","22603000","22749838","22894384","23036087","23174294","23308370","-"
"Taiwan","East Asia & Pacific","income","871","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","871","874","877","880","883","886","889","892","895","897","900","903","906","909","912","915","918","921","924","927","930","933","936","940","943","946","949","952","955","958","961","964","974","1151","1099","905","938","1066","1080","1218","1277","1131","1144","1177","1161","1176","1267","1400","1364","1356","1378","1442","1551","1611","1689","1753","1783","1732","1720","1807","1827","1821","1830","1783","1799","1944","1982","1931","1949","1849","1722","1598","1624","1456","1220","647","680","851","1052","1172","1304","1359","1468","1550","1638","1708","1737","1801","1859","1932","1984","2048","2137","2265","2465","2664","2821","3043","3244","3453","3757","4141","4590","5072","5025","5160","5754","6207","6909","7328","7672","7980","8086","8594","9353","9662","10624","11815","12588","13457","14123","14990","15965","16852","17866","18791","19754","20813","21493","22478","23525","22768","23495","24056","25332","26069","27359","28892","29004","28361"
"Thailand","East Asia & Pacific","lifeExpectancy","30.4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","30.4","-","-","-","-","-","-","40.3","-","40.3","-","38.3","-","38.3","38.1","-","-","41.8","49.9","-","51","51.14","51.44","51.75","52.09","52.44","52.81","53.21","53.62","54.04","54.48","54.93","55.39","55.86","56.34","56.82","57.31","57.81","58.33","58.85","59.39","59.93","60.48","61.04","61.6","62.2","62.85","63.56","64.32","65.12","65.93","66.71","67.44","68.07","68.59","68.97","69.22","69.33","69.35","69.28","69.15","68.98","68.79","68.6","68.44","68.3","68.21","68.14","68.1","68.08","68.09","68.12","68.17","68.23","68.32","68.42","68.55","68.7","68.88","69.08"
"Thailand","East Asia & Pacific","population","4665000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4665000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5230000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5775000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6670000","-","-","-","-","-","-","-","-","-","7320000","7413000","7507000","7602000","7699000","7797000","7896000","7996000","8098000","8201000","8305000","8431000","8559000","8689000","8822000","8957000","9094000","9232000","9418000","9608000","9802000","10000000","10202000","10435000","10673000","10916000","11165000","11419000","11734000","12058000","12392000","12735000","13087000","13399000","13718000","14045000","14379000","14721000","14980000","15244000","15513000","15787000","16060000","16462000","16868000","17284000","17710000","18148000","18569000","19000000","20041628","20653334","21289402","21964158","22684974","23451316","24244475","25041917","25845443","26667243","27512750","28376096","29263397","30173764","31106615","32061978","33035794","34024249","35028438","36049959","37090871","38201901","39276153","40302225","41305651","42272000","43221022","44148285","45056957","46003776","47025764","47936504","48827160","49694245","50533778","51341809","52129476","52910342","53683427","54445689","55196722","55930062","56667095","57400686","58128738","58855798","59559308","60216677","60846042","61394684","61862928","62334375","62806748","63271021","63731437","64185502","64631595","65068149","65493298","-"
"Thailand","East Asia & Pacific","income","496.98","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","496.98","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","530.09","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","683.55","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","732.93","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","691.86","-","-","-","-","-","-","-","-","720.58","-","-","-","-","-","-","-","-","-","-","-","712.4","740.14","757.8","815.46","783.36","823.98","810.62","793.58","796.7","865.04","940.12","958.99","1002.2","1050.68","1088.71","1140.35","1231.34","1295.46","1361.45","1426.51","1477.26","1503.77","1524.36","1633.64","1665.36","1707.84","1823.5","1961.22","2111.47","2176.35","2227.1","2313.84","2393.22","2482.77","2581.97","2659.44","2764.2","2982.65","3330.33","3684","4039.67","4327.9","4616.9","4940.01","5317.17","5734.62","6001.24","5852.63","5183.91","5366.1","5578.4","5656.2","5913.19","6273.01","6620.03","6869","7203.68","7505.99","7623.6","7376.17"
