time,latitude,longitude,gids
2016-6-8T10:50:23,"35.47292682","139.59493305","184"
2016-6-8T10:50:24,"35.47290779","139.59494308","184"
2016-6-8T10:50:27,"35.47278731","139.59504293","184"
2016-6-8T10:50:28,"35.47269893","139.59511531","184"
2016-6-8T10:50:31,"35.47253116","139.59530757","184"
2016-6-8T10:50:32,"35.47246327","139.59536764","184"
2016-6-8T10:50:35,"35.47224425","139.59559521","184"
2016-6-8T10:50:36,"35.47217682","139.59565651","184"
2016-6-8T10:50:39,"35.47189655","139.59586153","184"
2016-6-8T10:50:40,"35.47179323","139.59592087","184"
2016-6-8T10:50:43,"35.4714983","139.59609207","184"
2016-6-8T10:50:44,"35.47140175","139.59614093","184"
2016-6-8T10:50:47,"35.47113487","139.59627802","184"
2016-6-8T10:50:48,"35.47104583","139.59631675","184"
2016-6-8T10:50:49,"35.47095537","139.59633935","184"
2016-6-8T10:50:52,"35.47068804","139.59633037","184"
2016-6-8T10:50:53,"35.47060178","139.59631246","184"
2016-6-8T10:50:56,"35.47038188","139.59623247","184"
2016-6-8T10:50:57,"35.47032931","139.59614966","184"
2016-6-8T10:51:0,"35.47026284","139.59587289","184"
2016-6-8T10:51:1,"35.47027511","139.59577222","184"
2016-6-8T10:51:4,"35.47046043","139.59558646","184"
2016-6-8T10:51:5,"35.47053424","139.59557785","184"
2016-6-8T10:51:8,"35.47074054","139.59569468","184"
2016-6-8T10:51:9,"35.4708199","139.59575507","184"
2016-6-8T10:51:12,"35.47096711","139.59591976","184"
2016-6-8T10:51:13,"35.47098297","139.59594243","184"
2016-6-8T10:51:16,"35.47101142","139.59601033","184"
2016-6-8T10:51:17,"35.47101774","139.59602897","184"
2016-6-8T10:51:20,"35.47103733","139.59601225","184"
2016-6-8T10:51:21,"35.47103911","139.59601757","184"
2016-6-8T10:51:24,"35.47104331","139.59602865","184"
2016-6-8T10:51:25,"35.47104448","139.59603174","184"
2016-6-8T10:51:28,"35.47104615","139.59603974","184"
2016-6-8T10:51:29,"35.47104601","139.59604207","184"
2016-6-8T10:51:32,"35.47104992","139.59604108","184"
2016-6-8T10:51:33,"35.47107468","139.5960337","184"
2016-6-8T10:51:36,"35.47111527","139.59591121","184"
2016-6-8T10:51:37,"35.47111856","139.5958063","184"
2016-6-8T10:51:40,"35.4710423","139.59544017","184"
2016-6-8T10:51:41,"35.47101257","139.59529402","184"
2016-6-8T10:51:44,"35.47092794","139.59484107","184"
2016-6-8T10:51:45,"35.47089391","139.59468346","184"
2016-6-8T10:51:48,"35.47071753","139.59425428","184"
2016-6-8T10:51:49,"35.47064148","139.59413478","184"
2016-6-8T10:51:50,"35.47055451","139.59401605","184"
2016-6-8T10:51:53,"35.47023122","139.59372018","184"
2016-6-8T10:51:54,"35.47010614","139.59364963","184"
2016-6-8T10:51:57,"35.46971058","139.59349065","184"
2016-6-8T10:51:58,"35.46954857","139.59347347","184"
2016-6-8T10:52:1,"35.4690913","139.59347577","183"
2016-6-8T10:52:2,"35.46895333","139.59345434","183"
2016-6-8T10:52:5,"35.4685391","139.59325608","183"
2016-6-8T10:52:6,"35.46841023","139.5931099","183"
2016-6-8T10:52:7,"35.46826024","139.59301388","183"
2016-6-8T10:52:26,"35.46475335","139.59075585","182"
2016-6-8T10:52:29,"35.4641437","139.59038684","182"
2016-6-8T10:52:30,"35.46396083","139.59024396","182"
